Country Name,Country Code,Indicator Name,Indicator Code,Year,Forest Area (% of land)
Sub-Saharan Africa (IDA & IBRD countries),TSS,Forest area (% of land area),AG.LND.FRST.ZS,2019,26.41966461613
Trinidad and Tobago,TTO,Forest area (% of land area),AG.LND.FRST.ZS,2019,44.5633528265107
Tunisia,TUN,Forest area (% of land area),AG.LND.FRST.ZS,2019,4.51338825952626
Turkiye,TUR,Forest area (% of land area),AG.LND.FRST.ZS,2019,28.6687888985616
Tuvalu,TUV,Forest area (% of land area),AG.LND.FRST.ZS,2019,33.3333333333333
Tanzania,TZA,Forest area (% of land area),AG.LND.FRST.ZS,2019,52.1720478663355
Uganda,UGA,Forest area (% of land area),AG.LND.FRST.ZS,2019,11.8649012567325
Ukraine,UKR,Forest area (% of land area),AG.LND.FRST.ZS,2019,16.7138419054194
Upper middle income,UMC,Forest area (% of land area),AG.LND.FRST.ZS,2019,29.275543301678
Uruguay,URY,Forest area (% of land area),AG.LND.FRST.ZS,2019,11.4844017826534
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,2019,33.8669264120375
Uzbekistan,UZB,Forest area (% of land area),AG.LND.FRST.ZS,2019,8.31637366503615
St. Vincent and the Grenadines,VCT,Forest area (% of land area),AG.LND.FRST.ZS,2019,73.1794871794872
"Venezuela, RB",VEN,Forest area (% of land area),AG.LND.FRST.ZS,2019,52.4596111331557
British Virgin Islands,VGB,Forest area (% of land area),AG.LND.FRST.ZS,2019,24.1333333333333
Virgin Islands (U.S.),VIR,Forest area (% of land area),AG.LND.FRST.ZS,2019,56.4571428571428
Viet Nam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,2019,46.4768416451573
Vanuatu,VUT,Forest area (% of land area),AG.LND.FRST.ZS,2019,36.2838392124692
World,WLD,Forest area (% of land area),AG.LND.FRST.ZS,2019,31.2123964792576
Samoa,WSM,Forest area (% of land area),AG.LND.FRST.ZS,2019,58.3273381294964
"Yemen, Rep.",YEM,Forest area (% of land area),AG.LND.FRST.ZS,2019,1.03983180862549
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,2019,14.0850967364334
Zambia,ZMB,Forest area (% of land area),AG.LND.FRST.ZS,2019,60.5365151535533
Zimbabwe,ZWE,Forest area (% of land area),AG.LND.FRST.ZS,2019,45.2130024557322
Aruba,ABW,Forest area (% of land area),AG.LND.FRST.ZS,2020,2.33333333333333
Africa Eastern and Southern,AFE,Forest area (% of land area),AG.LND.FRST.ZS,2020,30.1742524356603
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,2020,1.85278199408184
Africa Western and Central,AFW,Forest area (% of land area),AG.LND.FRST.ZS,2020,19.8167839774834
Angola,AGO,Forest area (% of land area),AG.LND.FRST.ZS,2020,53.4269511510388
Albania,ALB,Forest area (% of land area),AG.LND.FRST.ZS,2020,28.7919708029197
Andorra,AND,Forest area (% of land area),AG.LND.FRST.ZS,2020,34.0425531914894
Arab World,ARB,Forest area (% of land area),AG.LND.FRST.ZS,2020,2.80889526080167
United Arab Emirates,ARE,Forest area (% of land area),AG.LND.FRST.ZS,2020,4.46775556181357
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,2020,10.4407148781923
Armenia,ARM,Forest area (% of land area),AG.LND.FRST.ZS,2020,11.5374077976818
American Samoa,ASM,Forest area (% of land area),AG.LND.FRST.ZS,2020,85.65
Antigua and Barbuda,ATG,Forest area (% of land area),AG.LND.FRST.ZS,2020,18.4545454545455
Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,2020,17.4213145571644
Austria,AUT,Forest area (% of land area),AG.LND.FRST.ZS,2020,47.137905962191
Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,2020,13.6941896764514
Burundi,BDI,Forest area (% of land area),AG.LND.FRST.ZS,2020,10.8894080996885
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,2020,22.604446776415
Benin,BEN,Forest area (% of land area),AG.LND.FRST.ZS,2020,27.8037424618659
Burkina Faso,BFA,Forest area (% of land area),AG.LND.FRST.ZS,2020,22.7207602339181
Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,2020,14.4687716063609
Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,2020,35.8603537214444
Bahrain,BHR,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.89171974522293
"Bahamas, The",BHS,Forest area (% of land area),AG.LND.FRST.ZS,2020,50.9350649350649
Bosnia and Herzegovina,BIH,Forest area (% of land area),AG.LND.FRST.ZS,2020,42.7326171875
Belarus,BLR,Forest area (% of land area),AG.LND.FRST.ZS,2020,43.1944033894965
Belize,BLZ,Forest area (% of land area),AG.LND.FRST.ZS,2020,55.9864094695309
Bermuda,BMU,Forest area (% of land area),AG.LND.FRST.ZS,2020,18.5185185185185
Bolivia,BOL,Forest area (% of land area),AG.LND.FRST.ZS,2020,46.9249146127573
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,2020,59.4174780513368
Barbados,BRB,Forest area (% of land area),AG.LND.FRST.ZS,2020,14.6511627906977
Brunei Darussalam,BRN,Forest area (% of land area),AG.LND.FRST.ZS,2020,72.1062618595825
Bhutan,BTN,Forest area (% of land area),AG.LND.FRST.ZS,2020,71.4493969585737
Botswana,BWA,Forest area (% of land area),AG.LND.FRST.ZS,2020,26.9170504473029
Central African Republic,CAF,Forest area (% of land area),AG.LND.FRST.ZS,2020,35.8005072393977
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,2020,38.6955125094946
Central Europe and the Baltics,CEB,Forest area (% of land area),AG.LND.FRST.ZS,2020,34.5592847264491
Switzerland,CHE,Forest area (% of land area),AG.LND.FRST.ZS,2020,32.1215359394659
Channel Islands,CHI,Forest area (% of land area),AG.LND.FRST.ZS,2020,5.15151515151515
Chile,CHL,Forest area (% of land area),AG.LND.FRST.ZS,2020,24.4921536665537
China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,2020,23.4313229039402
Cote d'Ivoire,CIV,Forest area (% of land area),AG.LND.FRST.ZS,2020,8.92047169811321
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,2020,43.02951069366
"Congo, Dem. Rep.",COD,Forest area (% of land area),AG.LND.FRST.ZS,2020,55.6473125868419
"Congo, Rep.",COG,Forest area (% of land area),AG.LND.FRST.ZS,2020,64.2635431918009
Colombia,COL,Forest area (% of land area),AG.LND.FRST.ZS,2020,53.3050112663362
Comoros,COM,Forest area (% of land area),AG.LND.FRST.ZS,2020,17.6894142933906
Cabo Verde,CPV,Forest area (% of land area),AG.LND.FRST.ZS,2020,11.3449131513648
Costa Rica,CRI,Forest area (% of land area),AG.LND.FRST.ZS,2020,59.4373286329808
Caribbean small states,CSS,Forest area (% of land area),AG.LND.FRST.ZS,2020,89.7479349046858
Cuba,CUB,Forest area (% of land area),AG.LND.FRST.ZS,2020,31.233140655106
Curacao,CUW,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.157657657657658
Cayman Islands,CYM,Forest area (% of land area),AG.LND.FRST.ZS,2020,53.0
Cyprus,CYP,Forest area (% of land area),AG.LND.FRST.ZS,2020,18.6720779220779
Czechia,CZE,Forest area (% of land area),AG.LND.FRST.ZS,2020,34.6779919254939
Germany,DEU,Forest area (% of land area),AG.LND.FRST.ZS,2020,32.6826755201923
Djibouti,DJI,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.250215703192407
Dominica,DMA,Forest area (% of land area),AG.LND.FRST.ZS,2020,63.8266666666667
Denmark,DNK,Forest area (% of land area),AG.LND.FRST.ZS,2020,15.711
Dominican Republic,DOM,Forest area (% of land area),AG.LND.FRST.ZS,2020,44.4852298911864
Algeria,DZA,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.818308959706366
East Asia & Pacific (excluding high income),EAP,Forest area (% of land area),AG.LND.FRST.ZS,2020,30.493382897753
Early-demographic dividend,EAR,Forest area (% of land area),AG.LND.FRST.ZS,2020,22.7804502901358
East Asia & Pacific,EAS,Forest area (% of land area),AG.LND.FRST.ZS,2020,27.1798473794798
Europe & Central Asia (excluding high income),ECA,Forest area (% of land area),AG.LND.FRST.ZS,2020,11.1524330510264
Europe & Central Asia,ECS,Forest area (% of land area),AG.LND.FRST.ZS,2020,38.5243300531653
Ecuador,ECU,Forest area (% of land area),AG.LND.FRST.ZS,2020,50.3214285714286
"Egypt, Arab Rep.",EGY,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.0451855944547692
Euro area,EMU,Forest area (% of land area),AG.LND.FRST.ZS,2020,38.5864873497182
Eritrea,ERI,Forest area (% of land area),AG.LND.FRST.ZS,2020,8.71821523958664
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,2020,37.1773054885498
Estonia,EST,Forest area (% of land area),AG.LND.FRST.ZS,2020,57.0385964912281
Ethiopia,ETH,Forest area (% of land area),AG.LND.FRST.ZS,2020,15.1239877246579
European Union,EUU,Forest area (% of land area),AG.LND.FRST.ZS,2020,39.8387815178562
Fragile and conflict affected situations,FCS,Forest area (% of land area),AG.LND.FRST.ZS,2020,23.0314785494646
Finland,FIN,Forest area (% of land area),AG.LND.FRST.ZS,2020,73.7283674409423
Fiji,FJI,Forest area (% of land area),AG.LND.FRST.ZS,2020,62.3984674329502
France,FRA,Forest area (% of land area),AG.LND.FRST.ZS,2020,31.5090483730461
Faroe Islands,FRO,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.0585651537335286
"Micronesia, Fed. Sts.",FSM,Forest area (% of land area),AG.LND.FRST.ZS,2020,92.0285714285714
Gabon,GAB,Forest area (% of land area),AG.LND.FRST.ZS,2020,91.3206814918306
United Kingdom,GBR,Forest area (% of land area),AG.LND.FRST.ZS,2020,13.1856322076634
Georgia,GEO,Forest area (% of land area),AG.LND.FRST.ZS,2020,40.6159159591308
Ghana,GHA,Forest area (% of land area),AG.LND.FRST.ZS,2020,35.0973937502747
Gibraltar,GIB,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.0
Guinea,GIN,Forest area (% of land area),AG.LND.FRST.ZS,2020,25.1872049487221
"Gambia, The",GMB,Forest area (% of land area),AG.LND.FRST.ZS,2020,23.9792490118577
Guinea-Bissau,GNB,Forest area (% of land area),AG.LND.FRST.ZS,2020,70.4128733997155
Equatorial Guinea,GNQ,Forest area (% of land area),AG.LND.FRST.ZS,2020,87.2877005347594
Greece,GRC,Forest area (% of land area),AG.LND.FRST.ZS,2020,30.2699767261443
Grenada,GRD,Forest area (% of land area),AG.LND.FRST.ZS,2020,52.0588235294118
Greenland,GRL,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.0005359970763795
Guatemala,GTM,Forest area (% of land area),AG.LND.FRST.ZS,2020,32.9208659947742
Guam,GUM,Forest area (% of land area),AG.LND.FRST.ZS,2020,51.8518518518518
Guyana,GUY,Forest area (% of land area),AG.LND.FRST.ZS,2020,93.5501143002286
High income,HIC,Forest area (% of land area),AG.LND.FRST.ZS,2020,36.0635867446266
Honduras,HND,Forest area (% of land area),AG.LND.FRST.ZS,2020,56.8349271606042
Heavily indebted poor countries (HIPC),HPC,Forest area (% of land area),AG.LND.FRST.ZS,2020,27.1077926444533
Croatia,HRV,Forest area (% of land area),AG.LND.FRST.ZS,2020,34.6517155110793
Haiti,HTI,Forest area (% of land area),AG.LND.FRST.ZS,2020,12.6015965166909
Hungary,HUN,Forest area (% of land area),AG.LND.FRST.ZS,2020,22.4962743808898
IBRD only,IBD,Forest area (% of land area),AG.LND.FRST.ZS,2020,33.7996464436077
IDA & IBRD total,IBT,Forest area (% of land area),AG.LND.FRST.ZS,2020,31.7634676180329
IDA total,IDA,Forest area (% of land area),AG.LND.FRST.ZS,2020,26.06535652412
IDA blend,IDB,Forest area (% of land area),AG.LND.FRST.ZS,2020,30.6476713387614
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,2020,49.0717803654717
IDA only,IDX,Forest area (% of land area),AG.LND.FRST.ZS,2020,24.9632480037237
Isle of Man,IMN,Forest area (% of land area),AG.LND.FRST.ZS,2020,6.07017543859649
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,2020,24.270228273336
Ireland,IRL,Forest area (% of land area),AG.LND.FRST.ZS,2020,11.3517201335462
"Iran, Islamic Rep.",IRN,Forest area (% of land area),AG.LND.FRST.ZS,2020,6.62673035439137
Iraq,IRQ,Forest area (% of land area),AG.LND.FRST.ZS,2020,1.90036118379833
Iceland,ISL,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.5092730338193
Israel,ISR,Forest area (% of land area),AG.LND.FRST.ZS,2020,6.46950092421442
Italy,ITA,Forest area (% of land area),AG.LND.FRST.ZS,2020,32.3489349614665
Jamaica,JAM,Forest area (% of land area),AG.LND.FRST.ZS,2020,55.1144967682364
Jordan,JOR,Forest area (% of land area),AG.LND.FRST.ZS,2020,1.09804716534901
Japan,JPN,Forest area (% of land area),AG.LND.FRST.ZS,2020,68.4087791495199
Kazakhstan,KAZ,Forest area (% of land area),AG.LND.FRST.ZS,2020,1.27965329481053
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,2020,6.34481849808483
Kyrgyz Republic,KGZ,Forest area (% of land area),AG.LND.FRST.ZS,2020,6.85808133472367
Cambodia,KHM,Forest area (% of land area),AG.LND.FRST.ZS,2020,45.7079651031045
Kiribati,KIR,Forest area (% of land area),AG.LND.FRST.ZS,2020,1.45679012345679
St. Kitts and Nevis,KNA,Forest area (% of land area),AG.LND.FRST.ZS,2020,42.3076923076923
"Korea, Rep.",KOR,Forest area (% of land area),AG.LND.FRST.ZS,2020,64.4159836065574
Kuwait,KWT,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.350729517396184
Latin America & Caribbean (excluding high income),LAC,Forest area (% of land area),AG.LND.FRST.ZS,2020,46.8664262472668
Lao PDR,LAO,Forest area (% of land area),AG.LND.FRST.ZS,2020,71.9042461005199
Lebanon,LBN,Forest area (% of land area),AG.LND.FRST.ZS,2020,14.010752688172
Liberia,LBR,Forest area (% of land area),AG.LND.FRST.ZS,2020,79.0847176079734
Libya,LBY,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.123327687918433
St. Lucia,LCA,Forest area (% of land area),AG.LND.FRST.ZS,2020,34.0491803278688
Latin America & Caribbean,LCN,Forest area (% of land area),AG.LND.FRST.ZS,2020,46.5008054134841
Least developed countries: UN classification,LDC,Forest area (% of land area),AG.LND.FRST.ZS,2020,26.1518149713316
Low income,LIC,Forest area (% of land area),AG.LND.FRST.ZS,2020,20.7184707947053
Liechtenstein,LIE,Forest area (% of land area),AG.LND.FRST.ZS,2020,41.875
Sri Lanka,LKA,Forest area (% of land area),AG.LND.FRST.ZS,2020,34.1580989330747
Lower middle income,LMC,Forest area (% of land area),AG.LND.FRST.ZS,2020,29.6565089686936
Low & middle income,LMY,Forest area (% of land area),AG.LND.FRST.ZS,2020,27.8245384673114
Lesotho,LSO,Forest area (% of land area),AG.LND.FRST.ZS,2020,1.13702239789196
Late-demographic dividend,LTE,Forest area (% of land area),AG.LND.FRST.ZS,2020,39.5332943455357
Lithuania,LTU,Forest area (% of land area),AG.LND.FRST.ZS,2020,35.1485148514851
Luxembourg,LUX,Forest area (% of land area),AG.LND.FRST.ZS,2020,34.4538272103664
Latvia,LVA,Forest area (% of land area),AG.LND.FRST.ZS,2020,54.8094166800579
St. Martin (French part),MAF,Forest area (% of land area),AG.LND.FRST.ZS,2020,24.8
Morocco,MAR,Forest area (% of land area),AG.LND.FRST.ZS,2020,12.8668832623796
Monaco,MCO,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.0
Moldova,MDA,Forest area (% of land area),AG.LND.FRST.ZS,2020,11.7532218728523
Madagascar,MDG,Forest area (% of land area),AG.LND.FRST.ZS,2020,21.3644035751117
Maldives,MDV,Forest area (% of land area),AG.LND.FRST.ZS,2020,2.73333333333333
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Forest area (% of land area),AG.LND.FRST.ZS,2020,2.21036298582825
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,2020,33.7930913860953
Marshall Islands,MHL,Forest area (% of land area),AG.LND.FRST.ZS,2020,52.2222222222222
Middle income,MIC,Forest area (% of land area),AG.LND.FRST.ZS,2020,29.3767689575908
North Macedonia,MKD,Forest area (% of land area),AG.LND.FRST.ZS,2020,39.7101506740682
Mali,MLI,Forest area (% of land area),AG.LND.FRST.ZS,2020,10.896663634352
Malta,MLT,Forest area (% of land area),AG.LND.FRST.ZS,2020,1.4375
Myanmar,MMR,Forest area (% of land area),AG.LND.FRST.ZS,2020,43.7340309804342
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Forest area (% of land area),AG.LND.FRST.ZS,2020,2.63425967490602
Montenegro,MNE,Forest area (% of land area),AG.LND.FRST.ZS,2020,61.4869888475836
Mongolia,MNG,Forest area (% of land area),AG.LND.FRST.ZS,2020,9.09965848797644
Northern Mariana Islands,MNP,Forest area (% of land area),AG.LND.FRST.ZS,2020,52.9565217391304
Mozambique,MOZ,Forest area (% of land area),AG.LND.FRST.ZS,2020,46.7251964699
Mauritania,MRT,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.303483069758417
Mauritius,MUS,Forest area (% of land area),AG.LND.FRST.ZS,2020,19.4141211817727
Malawi,MWI,Forest area (% of land area),AG.LND.FRST.ZS,2020,23.7770470937633
Malaysia,MYS,Forest area (% of land area),AG.LND.FRST.ZS,2020,58.1769593669152
North America,NAC,Forest area (% of land area),AG.LND.FRST.ZS,2020,36.2569303570064
Namibia,NAM,Forest area (% of land area),AG.LND.FRST.ZS,2020,8.06386570953127
New Caledonia,NCL,Forest area (% of land area),AG.LND.FRST.ZS,2020,45.8435448577681
Niger,NER,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.852372305991948
Nigeria,NGA,Forest area (% of land area),AG.LND.FRST.ZS,2020,23.7457865322749
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,2020,28.315855077281
Netherlands,NLD,Forest area (% of land area),AG.LND.FRST.ZS,2020,10.974160974161
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,2020,33.4353596771758
Nepal,NPL,Forest area (% of land area),AG.LND.FRST.ZS,2020,41.5907220090687
Nauru,NRU,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.0
New Zealand,NZL,Forest area (% of land area),AG.LND.FRST.ZS,2020,37.5701264669021
OECD members,OED,Forest area (% of land area),AG.LND.FRST.ZS,2020,32.7597909464671
Oman,OMN,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.0080775444264943
Other small states,OSS,Forest area (% of land area),AG.LND.FRST.ZS,2020,29.9147745873315
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,2020,4.83330738895807
Panama,PAN,Forest area (% of land area),AG.LND.FRST.ZS,2020,56.8056079805878
Peru,PER,Forest area (% of land area),AG.LND.FRST.ZS,2020,56.5081015625
Philippines,PHL,Forest area (% of land area),AG.LND.FRST.ZS,2020,24.1090317604051
Palau,PLW,Forest area (% of land area),AG.LND.FRST.ZS,2020,90.0217391304348
Papua New Guinea,PNG,Forest area (% of land area),AG.LND.FRST.ZS,2020,79.1762575630438
Poland,POL,Forest area (% of land area),AG.LND.FRST.ZS,2020,30.9770358997811
Pre-demographic dividend,PRE,Forest area (% of land area),AG.LND.FRST.ZS,2020,25.8116659681375
Puerto Rico (US),PRI,Forest area (% of land area),AG.LND.FRST.ZS,2020,55.95603156708
"Korea, Dem. People's Rep.",PRK,Forest area (% of land area),AG.LND.FRST.ZS,2020,50.079644547795
Portugal,PRT,Forest area (% of land area),AG.LND.FRST.ZS,2020,36.154994891142
Paraguay,PRY,Forest area (% of land area),AG.LND.FRST.ZS,2020,40.5292222501888
West Bank and Gaza,PSE,Forest area (% of land area),AG.LND.FRST.ZS,2020,1.6843853820598
Pacific island small states,PSS,Forest area (% of land area),AG.LND.FRST.ZS,2020,68.4851130163679
Post-demographic dividend,PST,Forest area (% of land area),AG.LND.FRST.ZS,2020,32.1103612885761
French Polynesia,PYF,Forest area (% of land area),AG.LND.FRST.ZS,2020,43.0596369922213
Qatar,QAT,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.0
Romania,ROU,Forest area (% of land area),AG.LND.FRST.ZS,2020,30.1158292767733
Russian Federation,RUS,Forest area (% of land area),AG.LND.FRST.ZS,2020,49.7843360788722
Rwanda,RWA,Forest area (% of land area),AG.LND.FRST.ZS,2020,11.1876773408999
South Asia,SAS,Forest area (% of land area),AG.LND.FRST.ZS,2020,25.3492968350856
Saudi Arabia,SAU,Forest area (% of land area),AG.LND.FRST.ZS,2020,0.454484134921779
Sudan,SDN,Forest area (% of land area),AG.LND.FRST.ZS,2020,9.82845289079229
Senegal,SEN,Forest area (% of land area),AG.LND.FRST.ZS,2020,41.9059886770893
Singapore,SGP,Forest area (% of land area),AG.LND.FRST.ZS,2020,21.6852367688022
Solomon Islands,SLB,Forest area (% of land area),AG.LND.FRST.ZS,2020,90.1382636655948
Sierra Leone,SLE,Forest area (% of land area),AG.LND.FRST.ZS,2020,35.1188694929343
El Salvador,SLV,Forest area (% of land area),AG.LND.FRST.ZS,2020,28.1795366795367
San Marino,SMR,Forest area (% of land area),AG.LND.FRST.ZS,2020,16.6666666666667
Somalia,SOM,Forest area (% of land area),AG.LND.FRST.ZS,2020,9.53231102751299
Serbia,SRB,Forest area (% of land area),AG.LND.FRST.ZS,2020,32.3778094898323
Sub-Saharan Africa (excluding high income),SSA,Forest area (% of land area),AG.LND.FRST.ZS,2020,26.8034424906447
South Sudan,SSD,Forest area (% of land area),AG.LND.FRST.ZS,2020,11.3256215087114
Sub-Saharan Africa,SSF,Forest area (% of land area),AG.LND.FRST.ZS,2020,26.252615602291
Small states,SST,Forest area (% of land area),AG.LND.FRST.ZS,2020,65.5975433476346
Sao Tome and Principe,STP,Forest area (% of land area),AG.LND.FRST.ZS,2020,54.0625
Suriname,SUR,Forest area (% of land area),AG.LND.FRST.ZS,2020,94.6764455591856
Slovak Republic,SVK,Forest area (% of land area),AG.LND.FRST.ZS,2020,40.05615640599
Slovenia,SVN,Forest area (% of land area),AG.LND.FRST.ZS,2020,61.4722591923085
Sweden,SWE,Forest area (% of land area),AG.LND.FRST.ZS,2020,68.6996660773915
Eswatini,SWZ,Forest area (% of land area),AG.LND.FRST.ZS,2020,28.9279069767442
Sint Maarten (Dutch part),SXM,Forest area (% of land area),AG.LND.FRST.ZS,2020,10.8823529411765
Seychelles,SYC,Forest area (% of land area),AG.LND.FRST.ZS,2020,73.2608695652174
Syrian Arab Republic,SYR,Forest area (% of land area),AG.LND.FRST.ZS,2020,2.84310842454937
Turks and Caicos Islands,TCA,Forest area (% of land area),AG.LND.FRST.ZS,2020,11.0736842105263
Chad,TCD,Forest area (% of land area),AG.LND.FRST.ZS,2020,3.42519059720457
East Asia & Pacific (IDA & IBRD countries),TEA,Forest area (% of land area),AG.LND.FRST.ZS,2020,30.3464279431611
Europe & Central Asia (IDA & IBRD countries),TEC,Forest area (% of land area),AG.LND.FRST.ZS,2020,39.3051266358553
Togo,TGO,Forest area (% of land area),AG.LND.FRST.ZS,2020,22.2333149476007
Thailand,THA,Forest area (% of land area),AG.LND.FRST.ZS,2020,38.8987844741529
Tajikistan,TJK,Forest area (% of land area),AG.LND.FRST.ZS,2020,3.0535341162908
Turkmenistan,TKM,Forest area (% of land area),AG.LND.FRST.ZS,2020,8.78215904496414
Latin America & the Caribbean (IDA & IBRD countries),TLA,Forest area (% of land area),AG.LND.FRST.ZS,2020,46.5770753722792
Timor-Leste,TLS,Forest area (% of land area),AG.LND.FRST.ZS,2020,61.9435104236718
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Forest area (% of land area),AG.LND.FRST.ZS,2020,2.63482854491768
Tonga,TON,Forest area (% of land area),AG.LND.FRST.ZS,2020,12.4305555555556
South Asia (IDA & IBRD),TSA,Forest area (% of land area),AG.LND.FRST.ZS,2020,25.3492968350856
Sub-Saharan Africa (IDA & IBRD countries),TSS,Forest area (% of land area),AG.LND.FRST.ZS,2020,26.252615602291
Trinidad and Tobago,TTO,Forest area (% of land area),AG.LND.FRST.ZS,2020,44.4814814814815
Tunisia,TUN,Forest area (% of land area),AG.LND.FRST.ZS,2020,4.52323635427395
Turkiye,TUR,Forest area (% of land area),AG.LND.FRST.ZS,2020,28.8714836999597
Tuvalu,TUV,Forest area (% of land area),AG.LND.FRST.ZS,2020,33.3333333333333
Tanzania,TZA,Forest area (% of land area),AG.LND.FRST.ZS,2020,51.642582975841
Uganda,UGA,Forest area (% of land area),AG.LND.FRST.ZS,2020,11.6591861160981
Ukraine,UKR,Forest area (% of land area),AG.LND.FRST.ZS,2020,16.7241974456334
Upper middle income,UMC,Forest area (% of land area),AG.LND.FRST.ZS,2020,29.2569268047687
Uruguay,URY,Forest area (% of land area),AG.LND.FRST.ZS,2020,11.6043880699349
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,2020,33.8669264120375
Uzbekistan,UZB,Forest area (% of land area),AG.LND.FRST.ZS,2020,8.37322137751049
St. Vincent and the Grenadines,VCT,Forest area (% of land area),AG.LND.FRST.ZS,2020,73.1794871794872
"Venezuela, RB",VEN,Forest area (% of land area),AG.LND.FRST.ZS,2020,52.4130151351964
British Virgin Islands,VGB,Forest area (% of land area),AG.LND.FRST.ZS,2020,24.1333333333333
Virgin Islands (U.S.),VIR,Forest area (% of land area),AG.LND.FRST.ZS,2020,56.8857142857143
Viet Nam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,2020,46.7190017515929
Vanuatu,VUT,Forest area (% of land area),AG.LND.FRST.ZS,2020,36.2838392124692
World,WLD,Forest area (% of land area),AG.LND.FRST.ZS,2020,31.1755410752473
Samoa,WSM,Forest area (% of land area),AG.LND.FRST.ZS,2020,58.1546762589928
"Yemen, Rep.",YEM,Forest area (% of land area),AG.LND.FRST.ZS,2020,1.03983180862549
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,2020,14.055090718743
Zambia,ZMB,Forest area (% of land area),AG.LND.FRST.ZS,2020,60.283337144702
Zimbabwe,ZWE,Forest area (% of land area),AG.LND.FRST.ZS,2020,45.0939123691353
Aruba,ABW,Forest area (% of land area),AG.LND.FRST.ZS,2021,2.33333333333333
Africa Eastern and Southern,AFE,Forest area (% of land area),AG.LND.FRST.ZS,2021,29.9551937873237
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,2021,1.85278199408184
Africa Western and Central,AFW,Forest area (% of land area),AG.LND.FRST.ZS,2021,19.7320365324224
Angola,AGO,Forest area (% of land area),AG.LND.FRST.ZS,2021,52.9817223871019
Albania,ALB,Forest area (% of land area),AG.LND.FRST.ZS,2021,28.7919708029197
Andorra,AND,Forest area (% of land area),AG.LND.FRST.ZS,2021,34.0425531914894
Arab World,ARB,Forest area (% of land area),AG.LND.FRST.ZS,2021,2.79112084453801
United Arab Emirates,ARE,Forest area (% of land area),AG.LND.FRST.ZS,2021,4.46775556181357
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,2021,10.4007639520735
Armenia,ARM,Forest area (% of land area),AG.LND.FRST.ZS,2021,11.5300316122234
American Samoa,ASM,Forest area (% of land area),AG.LND.FRST.ZS,2021,85.5
Antigua and Barbuda,ATG,Forest area (% of land area),AG.LND.FRST.ZS,2021,18.3029545454545
Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,2021,17.4213145571644
Austria,AUT,Forest area (% of land area),AG.LND.FRST.ZS,2021,47.1720794958798
Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,2021,13.8329909255898
Burundi,BDI,Forest area (% of land area),AG.LND.FRST.ZS,2021,10.8894080996885
